CustomerID;CustomerName;BillToCustomerID;CustomerCategoryID;BuyingGroupID;PrimaryContactPersonID;AlternateContactPersonID;DeliveryMethodID;DeliveryCityID;CreditLimit;AccountOpenedDate;StandardDiscountPercentage;IsStatementSent;IsOnCreditHold;PaymentDays;PhoneNumber;WebsiteURL;DeliveryAddressLine;DeliveryLocationLat;DeliveryLocationLong
44;Tailspin Toys (Amanda Park, WA);1;3;1;1087;1088;3;696;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/AmandaPark;254 Celmina Street;47,4631419;-123,8860114
45;Tailspin Toys (Severna Park, MD);1;3;1;1089;1090;3;31104;NULL;01/01/2013;0.000;0;0;7;(240) 555-0100;http://www.tailspintoys.com/SevernaPark;384 Ang Road;39,070388;-76,5452409
46;Tailspin Toys (Jemison, AL);1;3;1;1091;1092;3;16992;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.tailspintoys.com/Jemison;589 Sagese Lane;32,9598451;-86,7466522
47;Tailspin Toys (Lake Hughes, CA);1;3;1;1093;1094;3;18375;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/LakeHughes;1371 Saarijarvi Avenue;34,6769294;-118,4453598
48;Tailspin Toys (Trentwood, WA);1;3;1;1095;1096;3;34400;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/Trentwood;197 Jaramillo Street;47,6965622;-117,2107634
49;Tailspin Toys (Muir, MI);1;3;1;1097;1098;3;23396;NULL;01/01/2013;0.000;0;0;7;(231) 555-0100;http://www.tailspintoys.com/Muir;1148 Khalsa Boulevard;42,9958661;-84,9425013
50;Tailspin Toys (Hambleton, WV);1;3;1;1099;1100;3;14380;NULL;01/01/2013;0.000;0;0;7;(304) 555-0100;http://www.tailspintoys.com/Hambleton;1715 Samaniego Street;39,0820511;-79,6453386
51;Tailspin Toys (Imlaystown, NJ);1;3;1;1101;1102;3;16430;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/Imlaystown;1305 Kaleja Street;40,1676117;-74,5151531
52;Tailspin Toys (Idria, CA);1;3;1;1103;1104;3;16401;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/Idria;1189 Malakar Road;36,4169007;-120,6743379
53;Tailspin Toys (Nanafalia, AL);1;3;1;1105;1106;3;23560;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.tailspintoys.com/Nanafalia;1729 Dey Road;32,1129257;-87,9880691
54;Tailspin Toys (Railroad, PA);1;3;1;1107;1108;3;28222;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.tailspintoys.com/Railroad;1032 Duperre Street;39,7606585;-76,6983049
55;Tailspin Toys (Gum Branch, GA);1;3;1;1109;1110;3;14194;NULL;01/01/2013;0.000;0;0;7;(229) 555-0100;http://www.tailspintoys.com/GumBranch;1500 Utjesenovic Lane;31,8582642;-81,7267801
56;Tailspin Toys (Royal City, WA);1;3;1;1111;1112;3;29729;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/RoyalCity;1098 Tatarescu Lane;46,9009701;-119,6305912
57;Tailspin Toys (Lakemore, OH);1;3;1;1113;1114;3;18514;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.tailspintoys.com/Lakemore;1331 Dutta Crescent;41,0208896;-81,4359458
58;Tailspin Toys (Mappsburg, VA);1;3;1;1115;1116;3;20868;NULL;01/01/2013;0.000;0;0;7;(276) 555-0100;http://www.tailspintoys.com/Mappsburg;1736 Han Avenue;37,5776335;-75,7635403
59;Tailspin Toys (Edgartown, MA);1;3;1;1117;1118;3;10055;NULL;01/01/2013;0.000;0;0;7;(339) 555-0100;http://www.tailspintoys.com/Edgartown;659 Hybl Boulevard;41,3890052;-70,5133599
60;Tailspin Toys (East Dailey, WV);1;3;1;1119;1120;3;9772;NULL;01/01/2013;0.000;0;0;7;(304) 555-0100;http://www.tailspintoys.com/EastDailey;838 Lucescu Street;38,7803866;-79,8909006
61;Tailspin Toys (Fairfield Glade, TN);1;3;1;1121;1122;3;11131;NULL;01/01/2013;0.000;0;0;7;(423) 555-0100;http://www.tailspintoys.com/FairfieldGlade;1695 Hudecova Avenue;36,0003475;-84,8863395
62;Tailspin Toys (Great Neck Estates, NY);1;3;1;1123;1124;3;13800;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/GreatNeckEstates;551 Enestam Crescent;40,7870459;-73,7367983
63;Tailspin Toys (Stallion Springs, CA);1;3;1;1125;1126;3;32561;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/StallionSprings;1199 Cerkez Street;35,0888553;-118,6425912
64;Tailspin Toys (Hodgdon, ME);1;3;1;1127;1128;3;15646;NULL;01/01/2013;0.000;0;0;7;(207) 555-0100;http://www.tailspintoys.com/Hodgdon;967 Alizadeh Boulevard;46,0539429;-67,8666846
65;Tailspin Toys (North Cowden, TX);1;3;1;1129;1130;3;24579;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/NorthCowden;402 Nan Road;32,0045624;-102,5129264
66;Tailspin Toys (Madaket, MA);1;3;1;1131;1132;3;20475;NULL;01/01/2013;0.000;0;0;7;(339) 555-0100;http://www.tailspintoys.com/Madaket;1052 Hoa Lane;41,2729019;-70,1980734
67;Tailspin Toys (Sentinel Butte, ND);1;3;1;1133;1134;3;31075;NULL;01/01/2013;0.000;0;0;7;(701) 555-0100;http://www.tailspintoys.com/SentinelButte;1240 Utjesenovic Street;46,9183469;-103,8388108
68;Tailspin Toys (Gardere, LA);1;3;1;1135;1136;3;12653;NULL;01/01/2013;0.000;0;0;7;(225) 555-0100;http://www.tailspintoys.com/Gardere;1195 Rozitis Road;30,3457487;-91,1401055
69;Tailspin Toys (Lytle Creek, CA);1;3;1;1137;1138;3;20413;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/LytleCreek;1204 Grgic Lane;34,2591728;-117,5000512
70;Tailspin Toys (New Baden, IL);1;3;1;1139;1140;3;23843;NULL;01/01/2013;0.000;0;0;7;(217) 555-0100;http://www.tailspintoys.com/NewBaden;98 Cetinkaya Street;38,5350488;-89,7006499
71;Tailspin Toys (Good Hart, MI);1;3;1;1141;1142;3;13375;NULL;01/01/2013;0.000;0;0;7;(231) 555-0100;http://www.tailspintoys.com/GoodHart;2001 Rajanala Road;45,5672308;-85,113118
72;Tailspin Toys (Cortaro, AZ);1;3;1;1143;1144;3;7672;NULL;01/01/2013;0.000;0;0;7;(480) 555-0100;http://www.tailspintoys.com/Cortaro;1809 Ioveanu Lane;32,3561848;-111,0884337
73;Tailspin Toys (Cokato, MN);1;3;1;1145;1146;3;7071;NULL;01/01/2013;0.000;0;0;7;(218) 555-0100;http://www.tailspintoys.com/Cokato;591 Avotina Road;45,0757967;-94,1899799
74;Tailspin Toys (Indios, PR);1;3;1;1147;1148;3;16520;NULL;01/01/2013;0.000;0;0;7;(787) 555-0100;http://www.tailspintoys.com/Indios;519 Jogi Street;17,9941326;-66,8193421
75;Tailspin Toys (Windsor Locks, CT);1;3;1;1149;1150;3;37473;NULL;01/01/2013;0.000;0;0;7;(203) 555-0100;http://www.tailspintoys.com/WindsorLocks;605 Prieditis Lane;41,9292639;-72,6273124
76;Tailspin Toys (Yewed, OK);1;3;1;1151;1152;3;38042;NULL;01/01/2013;0.000;0;0;7;(405) 555-0100;http://www.tailspintoys.com/Yewed;210 safranek Lane;36,6862008;-98,43385859
77;Tailspin Toys (Hahira, GA);1;3;1;1153;1154;3;14287;NULL;01/01/2013;0.000;0;0;7;(229) 555-0100;http://www.tailspintoys.com/Hahira;1675 Ribeiro Street;30,9913064;-83,3726575
78;Tailspin Toys (Sekiu, WA);1;3;1;1155;1156;3;31010;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/Sekiu;1302 Jaunzems Lane;48,2622995;-124,3013299
79;Tailspin Toys (Page City, KS);1;3;1;1157;1158;3;25933;NULL;01/01/2013;0.000;0;0;7;(316) 555-0100;http://www.tailspintoys.com/PageCity;1000 Sykorova Boulevard;39,0897299;-101,1462666
80;Tailspin Toys (Valdese, NC);1;3;1;1159;1160;3;34990;NULL;01/01/2013;0.000;0;0;7;(252) 555-0100;http://www.tailspintoys.com/Valdese;199 Das Street;35,7406864;-81,563149
81;Tailspin Toys (Big Moose, NY);1;3;1;1161;1162;3;2971;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/BigMoose;274 Poddar Lane;43,8183991;-74,9151774
82;Tailspin Toys (La Cueva, NM);1;3;1;1163;1164;3;18087;NULL;01/01/2013;0.000;0;0;7;(505) 555-0100;http://www.tailspintoys.com/LaCueva;1708 Ankitham Street;35,941705;-105,2491779
83;Tailspin Toys (Absecon, NJ);1;3;1;1165;1166;3;49;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/Absecon;1161 Chang Lane;39,4284503;-74,4957076
84;Tailspin Toys (Aceitunas, PR);1;3;1;1167;1168;3;58;NULL;01/01/2013;0.000;0;0;7;(787) 555-0100;http://www.tailspintoys.com/Aceitunas;328 Bhat Street;18,4432783;-67,0649026
85;Tailspin Toys (Andrix, CO);1;3;1;1169;1170;3;843;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.tailspintoys.com/Andrix;1155 Antunes Crescent;37,2794624;-103,1927114
86;Tailspin Toys (New Lexington, OH);1;3;1;1171;1172;3;24014;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.tailspintoys.com/NewLexington;902 Ganguly Street;39,7139579;-82,2084805
87;Tailspin Toys (Sauquoit, NY);1;3;1;1173;1174;3;30698;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/Sauquoit;1484 Wintle Lane;43,0042365;-75,2598859
88;Tailspin Toys (Dracut, MA);1;3;1;1175;1176;3;9379;NULL;01/01/2013;0.000;0;0;7;(339) 555-0100;http://www.tailspintoys.com/Dracut;609 Sidhu Crescent;42,6703687;-71,3020052
89;Tailspin Toys (Victory Gardens, NJ);1;3;1;1177;1178;3;35344;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/VictoryGardens;249 Arvidsson Avenue;40,8759325;-74,5423796
90;Tailspin Toys (Tolna, ND);1;3;1;1179;1180;3;34192;NULL;01/01/2013;0.000;0;0;7;(701) 555-0100;http://www.tailspintoys.com/Tolna;777 Vassiljev Street;47,8272203;-98,4401019
91;Tailspin Toys (Alstead, NH);1;3;1;1181;1182;3;600;NULL;01/01/2013;0.000;0;0;7;(603) 555-0100;http://www.tailspintoys.com/Alstead;520 Walkky Boulevard;43,1489663;-72,3606431
92;Tailspin Toys (Sans Souci, SC);1;3;1;1183;1184;3;30548;NULL;01/01/2013;0.000;0;0;7;(803) 555-0100;http://www.tailspintoys.com/SansSouci;1889 Smirnov Road;34,8778952;-82,4240114
93;Tailspin Toys (Clewiston, FL);1;3;1;1185;1186;3;6809;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.tailspintoys.com/Clewiston;351 Lill Crescent;26,7542312;-80,9336753
94;Tailspin Toys (Cheyenne Wells, CO);1;3;1;1187;1188;3;6327;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.tailspintoys.com/CheyenneWells;617 Pornpipatpong Lane;38,8213951;-102,3532435
95;Tailspin Toys (Lavon, TX);1;3;1;1189;1190;3;18882;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/Lavon;771 Kidambi Road;33,0276193;-96,4341524
96;Tailspin Toys (South La Paloma, TX);1;3;1;1191;1192;3;32124;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/SouthLaPaloma;1377 Tirlea Avenue;27,8946157;-97,9685259
97;Tailspin Toys (Manchester Center, VT);1;3;1;1193;1194;3;20710;NULL;01/01/2013;0.000;0;0;7;(802) 555-0100;http://www.tailspintoys.com/ManchesterCenter;611 Todorovic Avenue;43,1770206;-73,0570488
98;Tailspin Toys (El Centro, CA);1;3;1;1195;1196;3;10199;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/ElCentro;1437 Ahmadian Avenue;32,792;-115,5630514
99;Tailspin Toys (Guin, AL);1;3;1;1197;1198;3;14173;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.tailspintoys.com/Guin;1742 Bender Boulevard;33,9656594;-87,9147494
100;Tailspin Toys (Tunnelhill, PA);1;3;1;1199;1200;3;34584;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.tailspintoys.com/Tunnelhill;301 Nechita Avenue;40,4781265;-78,5408491
101;Tailspin Toys (Cundiyo, NM);1;3;1;1201;1202;3;8227;NULL;01/01/2013;0.000;0;0;7;(505) 555-0100;http://www.tailspintoys.com/Cundiyo;1940 Shim Avenue;35,9591922;-105,8964091
102;Tailspin Toys (Fieldbrook, CA);1;3;1;1203;1204;3;11520;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/Fieldbrook;1455 Grgic Crescent;40,9656826;-124,0356196
103;Tailspin Toys (Kalvesta, KS);1;3;1;1205;1206;3;17306;NULL;01/01/2013;0.000;0;0;7;(316) 555-0100;http://www.tailspintoys.com/Kalvesta;813 Habibi Lane;38,0594637;-100,2862511
104;Tailspin Toys (Wallagrass, ME);1;3;1;1207;1208;3;35712;NULL;01/01/2013;0.000;0;0;7;(207) 555-0100;http://www.tailspintoys.com/Wallagrass;1898 Kasesalu Boulevard;47,1294837;-68,5972677
105;Tailspin Toys (Tomnolen, MS);1;3;1;1209;1210;3;34208;NULL;01/01/2013;0.000;0;0;7;(228) 555-0100;http://www.tailspintoys.com/Tomnolen;1158 Hrastovsek Boulevard;33,4848451;-89,3606259
106;Tailspin Toys (Tumacacori, AZ);1;3;1;1211;1212;3;34568;NULL;01/01/2013;0.000;0;0;7;(480) 555-0100;http://www.tailspintoys.com/Tumacacori;1991 Clark Street;31,56872559;-111,0523071
107;Tailspin Toys (Glen Avon, CA);1;3;1;1213;1214;3;13109;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/GlenAvon;917 Morgan Boulevard;34,0116799;-117,4847714
108;Tailspin Toys (Bernie, MO);1;3;1;1215;1216;3;2789;NULL;01/01/2013;0.000;0;0;7;(314) 555-0100;http://www.tailspintoys.com/Bernie;848 Kommineni Street;36,6689446;-89,9687021
109;Tailspin Toys (South Laguna, CA);1;3;1;1217;1218;3;32126;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/SouthLaguna;939 Sanyal Crescent;33,5005827;-117,7431097
110;Tailspin Toys (North Crows Nest, IN);1;3;1;1219;1220;3;24583;NULL;01/01/2013;0.000;0;0;7;(219) 555-0100;http://www.tailspintoys.com/NorthCrowsNest;1191 Min Avenue;39,8658742;-86,1633214
111;Tailspin Toys (Oriole Beach, FL);1;3;1;1221;1222;3;25595;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.tailspintoys.com/OrioleBeach;53 Jeon Boulevard;30,3738103;-87,0913555
112;Tailspin Toys (Sallyards, KS);1;3;1;1223;1224;3;30288;NULL;01/01/2013;0.000;0;0;7;(316) 555-0100;http://www.tailspintoys.com/Sallyards;473 Kaulins Road;37,8214116;-96,5072359
113;Tailspin Toys (Dahlia, NM);1;3;1;1225;1226;3;8337;NULL;01/01/2013;0.000;0;0;7;(505) 555-0100;http://www.tailspintoys.com/Dahlia;1566 Holy Road;35,1214409;-105,2769498
114;Tailspin Toys (Cherry Grove Beach, SC);1;3;1;1227;1228;3;6221;NULL;01/01/2013;0.000;0;0;7;(803) 555-0100;http://www.tailspintoys.com/CherryGroveBeach;406 Malakar Lane;33,8273947;-78,6427922
115;Tailspin Toys (Bethania, NC);1;3;1;1229;1230;3;2838;NULL;01/01/2013;0.000;0;0;7;(252) 555-0100;http://www.tailspintoys.com/Bethania;49 Vitols Crescent;36,1823602;-80,3381077
116;Tailspin Toys (Rafael Capó, PR);1;3;1;1231;1232;3;28210;NULL;01/01/2013;0.000;0;0;7;(787) 555-0100;http://www.tailspintoys.com/RafaelCapó;1268 Pakalapati Street;18,3997792;-66,7908004
117;Tailspin Toys (Scofield, UT);1;3;1;1233;1234;3;30839;NULL;01/01/2013;0.000;0;0;7;(385) 555-0100;http://www.tailspintoys.com/Scofield;298 Bucco Lane;39,7241289;-111,1607272
118;Tailspin Toys (Vassalboro, ME);1;3;1;1235;1236;3;35160;NULL;01/01/2013;0.000;0;0;7;(207) 555-0100;http://www.tailspintoys.com/Vassalboro;900 Thota Boulevard;44,4592341;-69,6775451
119;Tailspin Toys (Statenville, GA);1;3;1;1237;1238;3;32688;NULL;01/01/2013;0.000;0;0;7;(229) 555-0100;http://www.tailspintoys.com/Statenville;974 Javan Avenue;30,7032675;-83,0276398
120;Tailspin Toys (Bratenahl, OH);1;3;1;1239;1240;3;3893;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.tailspintoys.com/Bratenahl;889 Usenuly Street;41,5425502;-81,626238
121;Tailspin Toys (Elrosa, MN);1;3;1;1241;1242;3;10561;NULL;01/01/2013;0.000;0;0;7;(218) 555-0100;http://www.tailspintoys.com/Elrosa;835 Bach Crescent;45,5627429;-94,9472391
122;Tailspin Toys (McClave, CO);1;3;1;1243;1244;3;21439;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.tailspintoys.com/McClave;1748 Aalto Crescent;38,1375074;-102,8504765
123;Tailspin Toys (Roe Park, NY);1;3;1;1245;1246;3;29371;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/RoePark;528 Persson Road;41,3064828;-73,8834702
